State,County,City,ZIP Code,Estimated Population,Zone ID,Zone Target Pop,Status,Showcase Business Name,Showcase Street,Showcase City,Showcase State,Showcase Zip
NY,Suffolk,New Suffolk,11956,349,HUN-A,1019898,Available,,,,,
NY,Suffolk,Orient,11957,743,HUN-A,1019898,Available,,,,,
NY,Suffolk,Peconic,11958,635,HUN-A,1019898,Available,,,,,
NY,Suffolk,Quogue,11959,939,HUN-A,1019898,Available,,,,,
NY,Suffolk,Remsenburg,11960,1084,HUN-A,1019898,Available,,,,,
NY,Suffolk,Ridge,11961,12834,HUN-A,1019898,Available,,,,,
NY,Suffolk,Sagaponack,11962,494,HUN-A,1019898,Available,,,,,
NY,Suffolk,Sag Harbor,11963,6622,HUN-A,1019898,Available,,,,,
NY,Suffolk,Shelter Island,11964,1858,HUN-A,1019898,Available,,,,,
NY,Suffolk,Shelter Island Heights,11965,534,HUN-A,1019898,Available,,,,,
NY,Suffolk,Shirley,11967,26583,HUN-A,1019898,Available,,,,,
NY,Suffolk,Southampton,11968,11593,HUN-A,1019898,Available,,,,,
NY,Suffolk,South Jamesport,11970,522,HUN-A,1019898,Available,,,,,
NY,Suffolk,Southold,11971,5818,HUN-A,1019898,Available,,,,,
NY,Suffolk,Speonk,11972,1321,HUN-A,1019898,Available,,,,,
NY,Suffolk,Upton,11973,9,HUN-A,1019898,Available,,,,,
NY,Suffolk,Wainscott,11975,408,HUN-A,1019898,Available,,,,,
NY,Suffolk,Water Mill,11976,1565,HUN-A,1019898,Available,,,,,
NY,Suffolk,Westhampton,11977,2467,HUN-A,1019898,Available,,,,,
NY,Suffolk,Westhampton Beach,11978,3255,HUN-A,1019898,Available,,,,,
NY,Suffolk,Yaphank,11980,4990,HUN-A,1019898,Available,,,,,
NY,Albany,Alcove,12007,60,SCH-A,1019898,Available,,,,,
NY,Schenectady,Alplaus,12008,497,SCH-A,1019898,Available,,,,,
NY,Albany,Altamont,12009,7164,SCH-A,1019898,Available,,,,,
NY,Montgomery,Amsterdam,12010,28937,TRO-A,1019898,Available,,,,,
NY,Greene,Athens,12015,3010,SCH-A,1019898,Available,,,,,
NY,Columbia,Austerlitz,12017,435,SCH-A,1019898,Available,,,,,
NY,Rensselaer,Averill Park,12018,7930,TRO-A,1019898,Available,,,,,
NY,Saratoga,Ballston Lake,12019,14740,SYR-A,1019898,Available,,,,,
NY,Saratoga,Ballston Spa,12020,31192,SYR-A,1019898,Available,,,,,
NY,Rensselaer,Berlin,12022,929,TRO-A,1019898,Available,,,,,
NY,Albany,Berne,12023,2196,SCH-A,1019898,Available,,,,,
NY,Columbia,Brainard,12024,31,SCH-A,1019898,Available,,,,,
NY,Fulton,Broadalbin,12025,5505,TRO-A,1019898,Available,,,,,
NY,Saratoga,Burnt Hills,12027,3882,SYR-A,1019898,Available,,,,,
NY,Rensselaer,Buskirk,12028,1172,TRO-A,1019898,Available,,,,,
NY,Columbia,Canaan,12029,1113,SCH-A,1019898,Available,,,,,
NY,Schoharie,Carlisle,12031,175,TRO-A,1019898,Available,,,,,
NY,Fulton,Caroga Lake,12032,836,TRO-A,1019898,Available,,,,,
NY,Rensselaer,Castleton On Hudson,12033,7851,TRO-A,1019898,Available,,,,,
NY,Schoharie,Central Bridge,12035,802,TRO-A,1019898,Available,,,,,
NY,Schoharie,Charlotteville,12036,228,TRO-A,1019898,Available,,,,,
NY,Columbia,Chatham,12037,4015,SCH-A,1019898,Available,,,,,
NY,Rensselaer,Cherry Plain,12040,113,TRO-A,1019898,Available,,,,,
NY,Albany,Clarksville,12041,481,SCH-A,1019898,Available,,,,,
NY,Greene,Climax,12042,271,SCH-A,1019898,Available,,,,,
NY,Schoharie,Cobleskill,12043,8509,TRO-A,1019898,Available,,,,,
NY,Albany,Coeymans,12045,584,SCH-A,1019898,Available,,,,,
NY,Albany,Coeymans Hollow,12046,817,SCH-A,1019898,Available,,,,,
NY,Albany,Cohoes,12047,19664,SCH-A,1019898,Available,,,,,
NY,Greene,Coxsackie,12051,7070,SCH-A,1019898,Available,,,,,
NY,Rensselaer,Cropseyville,12052,1568,TRO-A,1019898,Available,,,,,
NY,Albany,Delanson,12053,4587,SCH-A,1019898,Available,,,,,
NY,Albany,Delmar,12054,16918,SCH-A,1019898,Available,,,,,
NY,Schenectady,Duanesburg,12056,2310,SCH-A,1019898,Available,,,,,
NY,Washington,Eagle Bridge,12057,1835,SYR-A,1019898,Available,,,,,
NY,Greene,Earlton,12058,1445,SCH-A,1019898,Available,,,,,
NY,Albany,East Berne,12059,1632,SCH-A,1019898,Available,,,,,
NY,Columbia,East Chatham,12060,1507,SCH-A,1019898,Available,,,,,
NY,Rensselaer,East Greenbush,12061,9050,TRO-A,1019898,Available,,,,,
NY,Rensselaer,East Nassau,12062,1776,TRO-A,1019898,Available,,,,,
NY,Rensselaer,East Schodack,12063,444,TRO-A,1019898,Available,,,,,
NY,Otsego,East Worcester,12064,563,BIN-A,1019898,Available,,,,,
NY,Saratoga,Clifton Park,12065,41776,SYR-A,1019898,Available,,,,,
NY,Schoharie,Esperance,12066,2143,TRO-A,1019898,Available,,,,,
NY,Albany,Feura Bush,12067,1506,SCH-A,1019898,Available,,,,,
NY,Montgomery,Fonda,12068,3201,TRO-A,1019898,Available,,,,,
NY,Montgomery,Fort Hunter,12069,256,TRO-A,1019898,Available,,,,,
NY,Montgomery,Fort Johnson,12070,1410,TRO-A,1019898,Available,,,,,
NY,Schoharie,Fultonham,12071,270,TRO-A,1019898,Available,,,,,
NY,Montgomery,Fultonville,12072,2890,TRO-A,1019898,Available,,,,,
NY,Saratoga,Galway,12074,2963,SYR-A,1019898,Available,,,,,
NY,Columbia,Ghent,12075,3418,SCH-A,1019898,Available,,,,,
NY,Schoharie,Gilboa,12076,1500,TRO-A,1019898,Available,,,,,
NY,Albany,Glenmont,12077,6246,SCH-A,1019898,Available,,,,,
NY,Fulton,Gloversville,12078,23773,TRO-A,1019898,Available,,,,,
NY,Greene,Greenville,12083,3795,SCH-A,1019898,Available,,,,,
NY,Albany,Guilderland,12084,4271,SCH-A,1019898,Available,,,,,
NY,Albany,Guilderland Center,12085,479,SCH-A,1019898,Available,,,,,
NY,Montgomery,Hagaman,12086,1865,TRO-A,1019898,Available,,,,,
NY,Greene,Hannacroix,12087,1073,SCH-A,1019898,Available,,,,,
NY,Rensselaer,Hoosick,12089,69,TRO-A,1019898,Available,,,,,
NY,Rensselaer,Hoosick Falls,12090,6262,TRO-A,1019898,Available,,,,,
NY,Schoharie,Howes Cave,12092,1304,TRO-A,1019898,Available,,,,,
NY,Schoharie,Jefferson,12093,1666,TRO-A,1019898,Available,,,,,
NY,Rensselaer,Johnsonville,12094,2268,TRO-A,1019898,Available,,,,,
NY,Fulton,Johnstown,12095,12606,TRO-A,1019898,Available,,,,,
NY,Columbia,Kinderhook,12106,2193,SCH-A,1019898,Available,,,,,
NY,Hamilton,Lake Pleasant,12108,416,SYR-A,1019898,Available,,,,,
NY,Albany,Latham,12110,21908,SCH-A,1019898,Available,,,,,
NY,Columbia,Malden Bridge,12115,189,SCH-A,1019898,Available,,,,,
NY,Otsego,Maryland,12116,1920,BIN-A,1019898,Available,,,,,
NY,Fulton,Mayfield,12117,3256,TRO-A,1019898,Available,,,,,
NY,Saratoga,Mechanicville,12118,13897,SYR-A,1019898,Available,,,,,
NY,Albany,Medusa,12120,613,SCH-A,1019898,Available,,,,,
NY,Rensselaer,Melrose,12121,1916,TRO-A,1019898,Available,,,,,
NY,Schoharie,Middleburgh,12122,4582,TRO-A,1019898,Available,,,,,
NY,Rensselaer,Nassau,12123,5124,TRO-A,1019898,Available,,,,,
NY,Greene,New Baltimore,12124,606,SCH-A,1019898,Available,,,,,
NY,Columbia,New Lebanon,12125,1373,SCH-A,1019898,Available,,,,,
NY,Columbia,Niverville,12130,987,SCH-A,1019898,Available,,,,,
NY,Schoharie,North Blenheim,12131,115,TRO-A,1019898,Available,,,,,
NY,Columbia,North Chatham,12132,338,SCH-A,1019898,Available,,,,,
NY,Fulton,Northville,12134,3516,TRO-A,1019898,Available,,,,,
NY,Columbia,Old Chatham,12136,804,SCH-A,1019898,Available,,,,,
NY,Schenectady,Pattersonville,12137,1679,SCH-A,1019898,Available,,,,,
NY,Rensselaer,Petersburg,12138,3168,TRO-A,1019898,Available,,,,,
NY,Hamilton,Piseco,12139,295,SYR-A,1019898,Available,,,,,
NY,Rensselaer,Poestenkill,12140,1702,TRO-A,1019898,Available,,,,,
NY,Albany,Ravena,12143,5137,SCH-A,1019898,Available,,,,,
NY,Rensselaer,Rensselaer,12144,20555,TRO-A,1019898,Available,,,,,
NY,Albany,Rensselaerville,12147,499,SCH-A,1019898,Available,,,,,
NY,Saratoga,Rexford,12148,4569,SYR-A,1019898,Available,,,,,
NY,Schoharie,Richmondville,12149,2474,TRO-A,1019898,Available,,,,,
NY,Schenectady,Rotterdam Junction,12150,914,SCH-A,1019898,Available,,,,,
NY,Saratoga,Round Lake,12151,708,SYR-A,1019898,Available,,,,,
NY,Rensselaer,Sand Lake,12153,814,TRO-A,1019898,Available,,,,,
NY,Rensselaer,Schaghticoke,12154,2818,TRO-A,1019898,Available,,,,,
NY,Otsego,Schenevus,12155,1977,BIN-A,1019898,Available,,,,,
NY,Rensselaer,Schodack Landing,12156,848,TRO-A,1019898,Available,,,,,
NY,Schoharie,Schoharie,12157,4061,TRO-A,1019898,Available,,,,,
NY,Albany,Selkirk,12158,6309,SCH-A,1019898,Available,,,,,
NY,Albany,Slingerlands,12159,7896,SCH-A,1019898,Available,,,,,
NY,Schoharie,Sloansville,12160,944,TRO-A,1019898,Available,,,,,
NY,Albany,South Bethlehem,12161,160,SCH-A,1019898,Available,,,,,
NY,Hamilton,Speculator,12164,365,SYR-A,1019898,Available,,,,,
NY,Columbia,Spencertown,12165,175,SCH-A,1019898,Available,,,,,
NY,Montgomery,Sprakers,12166,1363,TRO-A,1019898,Available,,,,,
NY,Delaware,Stamford,12167,2438,BIN-A,1019898,Available,,,,,
NY,Rensselaer,Stephentown,12168,1952,TRO-A,1019898,Available,,,,,
NY,Rensselaer,Stephentown,12169,306,TRO-A,1019898,Available,,,,,
NY,Saratoga,Stillwater,12170,4945,SYR-A,1019898,Available,,,,,
NY,Columbia,Stottville,12172,405,SCH-A,1019898,Available,,,,,
NY,Columbia,Stuyvesant,12173,1753,SCH-A,1019898,Available,,,,,
NY,Columbia,Stuyvesant Falls,12174,345,SCH-A,1019898,Available,,,,,
NY,Schoharie,Summit,12175,797,TRO-A,1019898,Available,,,,,
NY,Greene,Surprise,12176,198,SCH-A,1019898,Available,,,,,
NY,Montgomery,Tribes Hill,12177,518,TRO-A,1019898,Available,,,,,
NY,Rensselaer,Troy,12180,53606,TRO-A,1019898,Available,,,,,
NY,Rensselaer,Troy,12182,14733,TRO-A,1019898,Available,,,,,
NY,Albany,Troy,12183,2620,SCH-A,1019898,Available,,,,,
NY,Columbia,Valatie,12184,7148,SCH-A,1019898,Available,,,,,
NY,Rensselaer,Valley Falls,12185,2037,TRO-A,1019898,Available,,,,,
NY,Albany,Voorheesville,12186,6277,SCH-A,1019898,Available,,,,,
NY,Schoharie,Warnerville,12187,697,TRO-A,1019898,Available,,,,,
NY,Saratoga,Waterford,12188,10980,SYR-A,1019898,Available,,,,,
NY,Albany,Watervliet,12189,17568,SCH-A,1019898,Available,,,,,
NY,Hamilton,Wells,12190,674,SYR-A,1019898,Available,,,,,
NY,Greene,West Coxsackie,12192,1722,SCH-A,1019898,Available,,,,,
NY,Albany,Westerlo,12193,2016,SCH-A,1019898,Available,,,,,
NY,Schoharie,West Fulton,12194,207,TRO-A,1019898,Available,,,,,
NY,Columbia,West Lebanon,12195,154,SCH-A,1019898,Available,,,,,
NY,Rensselaer,West Sand Lake,12196,3031,TRO-A,1019898,Available,,,,,
NY,Otsego,Worcester,12197,2233,BIN-A,1019898,Available,,,,,
NY,Rensselaer,Wynantskill,12198,7903,TRO-A,1019898,Available,,,,,
NY,Albany,Albany,12202,9628,SCH-A,1019898,Available,,,,,
NY,Albany,Albany,12203,29952,SCH-A,1019898,Available,,,,,
NY,Albany,Albany,12204,7349,SCH-A,1019898,Available,,,,,
NY,Albany,Albany,12205,26977,SCH-A,1019898,Available,,,,,
NY,Albany,Albany,12206,16395,SCH-A,1019898,Available,,,,,
NY,Albany,Albany,12207,1948,SCH-A,1019898,Available,,,,,
NY,Albany,Albany,12208,20702,SCH-A,1019898,Available,,,,,
NY,Albany,Albany,12209,10121,SCH-A,1019898,Available,,,,,
NY,Albany,Albany,12210,10158,SCH-A,1019898,Available,,,,,
NY,Albany,Albany,12211,11303,SCH-A,1019898,Available,,,,,
NY,Albany,Albany,12222,6489,SCH-A,1019898,Available,,,,,
NY,Schenectady,Schenectady,12302,27582,SCH-A,1019898,Available,,,,,
NY,Schenectady,Schenectady,12303,29857,SCH-A,1019898,Available,,,,,
NY,Schenectady,Schenectady,12304,21482,SCH-A,1019898,Available,,,,,
NY,Schenectady,Schenectady,12305,5716,SCH-A,1019898,Available,,,,,
NY,Schenectady,Schenectady,12306,25636,SCH-A,1019898,Available,,,,,
NY,Schenectady,Schenectady,12307,7692,SCH-A,1019898,Available,,,,,
NY,Schenectady,Schenectady,12308,15335,SCH-A,1019898,Available,,,,,
NY,Schenectady,Schenectady,12309,29343,SCH-A,1019898,Available,,,,,
NY,Ulster,Kingston,12401,35040,SCH-A,1019898,Available,,,,,
NY,Ulster,Accord,12404,3385,SCH-A,1019898,Available,,,,,
NY,Greene,Acra,12405,780,SCH-A,1019898,Available,,,,,
NY,Delaware,Arkville,12406,823,BIN-A,1019898,Available,,,,,
NY,Greene,Ashland,12407,173,SCH-A,1019898,Available,,,,,
NY,Ulster,Bearsville,12409,804,SCH-A,1019898,Available,,,,,
NY,Ulster,Big Indian,12410,397,SCH-A,1019898,Available,,,,,
NY,Ulster,Bloomington,12411,497,SCH-A,1019898,Available,,,,,
NY,Ulster,Boiceville,12412,673,SCH-A,1019898,Available,,,,,
NY,Greene,Cairo,12413,2948,SCH-A,1019898,Available,,,,,
NY,Greene,Catskill,12414,10510,SCH-A,1019898,Available,,,,,
NY,Ulster,Chichester,12416,277,SCH-A,1019898,Available,,,,,
NY,Ulster,Connelly,12417,581,SCH-A,1019898,Available,,,,,
NY,Greene,Cornwallville,12418,537,SCH-A,1019898,Available,,,,,
NY,Ulster,Cottekill,12419,722,SCH-A,1019898,Available,,,,,
NY,Ulster,Cragsmoor,12420,363,SCH-A,1019898,Available,,,,,
NY,Delaware,Denver,12421,470,BIN-A,1019898,Available,,,,,
NY,Greene,Durham,12422,339,SCH-A,1019898,Available,,,,,
NY,Greene,East Durham,12423,1097,SCH-A,1019898,Available,,,,,
NY,Greene,East Jewett,12424,250,SCH-A,1019898,Available,,,,,
NY,Greene,Elka Park,12427,576,SCH-A,1019898,Available,,,,,
NY,Ulster,Ellenville,12428,6602,SCH-A,1019898,Available,,,,,
NY,Ulster,Esopus,12429,281,SCH-A,1019898,Available,,,,,
NY,Delaware,Fleischmanns,12430,1194,BIN-A,1019898,Available,,,,,
NY,Greene,Freehold,12431,1381,SCH-A,1019898,Available,,,,,
NY,Ulster,Glasco,12432,492,SCH-A,1019898,Available,,,,,
NY,Ulster,Glenford,12433,483,SCH-A,1019898,Available,,,,,
NY,Delaware,Grand Gorge,12434,751,BIN-A,1019898,Available,,,,,
NY,Ulster,Greenfield Park,12435,326,SCH-A,1019898,Available,,,,,
NY,Greene,Haines Falls,12436,417,SCH-A,1019898,Available,,,,,
NY,Delaware,Halcottsville,12438,59,BIN-A,1019898,Available,,,,,
NY,Greene,Hensonville,12439,305,SCH-A,1019898,Available,,,,,
NY,Ulster,High Falls,12440,1980,SCH-A,1019898,Available,,,,,
NY,Ulster,Highmount,12441,114,SCH-A,1019898,Available,,,,,
NY,Greene,Hunter,12442,953,SCH-A,1019898,Available,,,,,
NY,Ulster,Hurley,12443,3825,SCH-A,1019898,Available,,,,,
NY,Greene,Jewett,12444,497,SCH-A,1019898,Available,,,,,
NY,Ulster,Kerhonkson,12446,5061,SCH-A,1019898,Available,,,,,
NY,Ulster,Lake Hill,12448,388,SCH-A,1019898,Available,,,,,
NY,Ulster,Lake Katrine,12449,3367,SCH-A,1019898,Available,,,,,
NY,Greene,Lanesville,12450,183,SCH-A,1019898,Available,,,,,
NY,Greene,Leeds,12451,1674,SCH-A,1019898,Available,,,,,
NY,Greene,Lexington,12452,213,SCH-A,1019898,Available,,,,,
NY,Ulster,Malden On Hudson,12453,366,SCH-A,1019898,Available,,,,,
NY,Greene,Maplecrest,12454,297,SCH-A,1019898,Available,,,,,
NY,Delaware,Margaretville,12455,1988,BIN-A,1019898,Available,,,,,
NY,Ulster,Mount Marion,12456,639,SCH-A,1019898,Available,,,,,
NY,Ulster,Mount Tremper,12457,763,SCH-A,1019898,Available,,,,,
NY,Ulster,Napanoch,12458,3232,SCH-A,1019898,Available,,,,,
NY,Delaware,New Kingston,12459,161,BIN-A,1019898,Available,,,,,
NY,Greene,Oak Hill,12460,277,SCH-A,1019898,Available,,,,,
NY,Ulster,Olivebridge,12461,1634,SCH-A,1019898,Available,,,,,
NY,Greene,Palenville,12463,1484,SCH-A,1019898,Available,,,,,
NY,Ulster,Phoenicia,12464,1020,SCH-A,1019898,Available,,,,,
NY,Ulster,Pine Hill,12465,266,SCH-A,1019898,Available,,,,,
NY,Ulster,Port Ewen,12466,2471,SCH-A,1019898,Available,,,,,
NY,Greene,Prattsville,12468,1036,SCH-A,1019898,Available,,,,,
NY,Albany,Preston Hollow,12469,677,SCH-A,1019898,Available,,,,,
NY,Greene,Purling,12470,536,SCH-A,1019898,Available,,,,,
NY,Ulster,Rifton,12471,215,SCH-A,1019898,Available,,,,,
NY,Ulster,Rosendale,12472,1572,SCH-A,1019898,Available,,,,,
NY,Greene,Round Top,12473,861,SCH-A,1019898,Available,,,,,
NY,Delaware,Roxbury,12474,1162,BIN-A,1019898,Available,,,,,
NY,Ulster,Ruby,12475,354,SCH-A,1019898,Available,,,,,
NY,Ulster,Saugerties,12477,18787,SCH-A,1019898,Available,,,,,
NY,Ulster,Shandaken,12480,634,SCH-A,1019898,Available,,,,,
NY,Ulster,Shokan,12481,1356,SCH-A,1019898,Available,,,,,
NY,Greene,South Cairo,12482,680,SCH-A,1019898,Available,,,,,
NY,Ulster,Spring Glen,12483,259,SCH-A,1019898,Available,,,,,
NY,Ulster,Stone Ridge,12484,2733,SCH-A,1019898,Available,,,,,
NY,Greene,Tannersville,12485,865,SCH-A,1019898,Available,,,,,
NY,Ulster,Tillson,12486,1523,SCH-A,1019898,Available,,,,,
NY,Ulster,Ulster Park,12487,3268,SCH-A,1019898,Available,,,,,
NY,Ulster,Wawarsing,12489,1292,SCH-A,1019898,Available,,,,,
NY,Ulster,West Camp,12490,110,SCH-A,1019898,Available,,,,,
NY,Ulster,West Hurley,12491,1675,SCH-A,1019898,Available,,,,,
NY,Greene,West Kill,12492,271,SCH-A,1019898,Available,,,,,
NY,Ulster,West Park,12493,495,SCH-A,1019898,Available,,,,,
NY,Ulster,West Shokan,12494,764,SCH-A,1019898,Available,,,,,
NY,Ulster,Willow,12495,265,SCH-A,1019898,Available,,,,,
NY,Greene,Windham,12496,1634,SCH-A,1019898,Available,,,,,
NY,Ulster,Woodstock,12498,4851,SCH-A,1019898,Available,,,,,
NY,Dutchess,Amenia,12501,2457,SCH-A,1019898,Available,,,,,
NY,Columbia,Ancram,12502,1164,SCH-A,1019898,Available,,,,,
NY,Columbia,Ancramdale,12503,775,SCH-A,1019898,Available,,,,,
NY,Dutchess,Annandale On Hudson,12504,1395,SCH-A,1019898,Available,,,,,
NY,Dutchess,Barrytown,12507,167,SCH-A,1019898,Available,,,,,
NY,Dutchess,Beacon,12508,19880,SCH-A,1019898,Available,,,,,
NY,Dutchess,Chelsea,12512,127,SCH-A,1019898,Available,,,,,
NY,Columbia,Claverack,12513,651,SCH-A,1019898,Available,,,,,
NY,Dutchess,Clinton Corners,12514,2938,SCH-A,1019898,Available,,,,,
NY,Ulster,Clintondale,12515,1549,SCH-A,1019898,Available,,,,,
NY,Columbia,Copake,12516,1833,SCH-A,1019898,Available,,,,,
NY,Columbia,Copake Falls,12517,509,SCH-A,1019898,Available,,,,,
NY,Orange,Cornwall,12518,5870,TRO-A,1019898,Available,,,,,
NY,Orange,Cornwall On Hudson,12520,3109,TRO-A,1019898,Available,,,,,
NY,Columbia,Craryville,12521,1644,SCH-A,1019898,Available,,,,,
NY,Dutchess,Dover Plains,12522,5172,SCH-A,1019898,Available,,,,,
NY,Columbia,Elizaville,12523,1798,SCH-A,1019898,Available,,,,,
NY,Dutchess,Fishkill,12524,15598,SCH-A,1019898,Available,,,,,
NY,Ulster,Gardiner,12525,3311,SCH-A,1019898,Available,,,,,
NY,Columbia,Germantown,12526,3686,SCH-A,1019898,Available,,,,,
NY,Dutchess,Glenham,12527,147,SCH-A,1019898,Available,,,,,
NY,Ulster,Highland,12528,13344,SCH-A,1019898,Available,,,,,
NY,Columbia,Hillsdale,12529,2859,SCH-A,1019898,Available,,,,,
NY,Columbia,Hollowville,12530,124,SCH-A,1019898,Available,,,,,
NY,Dutchess,Holmes,12531,3601,SCH-A,1019898,Available,,,,,
NY,Dutchess,Hopewell Junction,12533,25307,SCH-A,1019898,Available,,,,,
NY,Columbia,Hudson,12534,17867,SCH-A,1019898,Available,,,,,
NY,Dutchess,Hyde Park,12538,14578,SCH-A,1019898,Available,,,,,
NY,Dutchess,Lagrangeville,12540,7802,SCH-A,1019898,Available,,,,,
NY,Ulster,Marlboro,12542,5913,SCH-A,1019898,Available,,,,,
NY,Orange,Maybrook,12543,3001,TRO-A,1019898,Available,,,,,
NY,Dutchess,Millbrook,12545,4763,SCH-A,1019898,Available,,,,,
NY,Dutchess,Millerton,12546,3039,SCH-A,1019898,Available,,,,,
NY,Ulster,Milton,12547,2891,SCH-A,1019898,Available,,,,,
NY,Ulster,Modena,12548,1494,SCH-A,1019898,Available,,,,,
NY,Orange,Montgomery,12549,10201,TRO-A,1019898,Available,,,,,
NY,Orange,Newburgh,12550,54447,TRO-A,1019898,Available,,,,,
NY,Orange,New Windsor,12553,24438,TRO-A,1019898,Available,,,,,
NY,Ulster,New Paltz,12561,18308,SCH-A,1019898,Available,,,,,
NY,Putnam,Patterson,12563,8084,STA-A,1019898,Available,,,,,
NY,Dutchess,Pawling,12564,7338,SCH-A,1019898,Available,,,,,
NY,Columbia,Philmont,12565,1487,SCH-A,1019898,Available,,,,,
NY,Ulster,Pine Bush,12566,10753,SCH-A,1019898,Available,,,,,
NY,Dutchess,Pine Plains,12567,2854,SCH-A,1019898,Available,,,,,
NY,Dutchess,Pleasant Valley,12569,9826,SCH-A,1019898,Available,,,,,
NY,Dutchess,Poughquag,12570,7699,SCH-A,1019898,Available,,,,,
NY,Dutchess,Red Hook,12571,9918,SCH-A,1019898,Available,,,,,
NY,Dutchess,Rhinebeck,12572,9123,SCH-A,1019898,Available,,,,,
NY,Dutchess,Rhinecliff,12574,329,SCH-A,1019898,Available,,,,,
NY,Orange,Rock Tavern,12575,2258,TRO-A,1019898,Available,,,,,
NY,Orange,Salisbury Mills,12577,2029,TRO-A,1019898,Available,,,,,
NY,Dutchess,Salt Point,12578,2411,SCH-A,1019898,Available,,,,,
NY,Dutchess,Staatsburg,12580,4402,SCH-A,1019898,Available,,,,,
NY,Dutchess,Stanfordville,12581,2246,SCH-A,1019898,Available,,,,,
NY,Dutchess,Stormville,12582,6191,SCH-A,1019898,Available,,,,,
NY,Dutchess,Tivoli,12583,2451,SCH-A,1019898,Available,,,,,
NY,Dutchess,Verbank,12585,885,SCH-A,1019898,Available,,,,,
NY,Orange,Walden,12586,12540,TRO-A,1019898,Available,,,,,
NY,Ulster,Wallkill,12589,17228,SCH-A,1019898,Available,,,,,
NY,Dutchess,Wappingers Falls,12590,35102,SCH-A,1019898,Available,,,,,
NY,Dutchess,Wassaic,12592,1486,SCH-A,1019898,Available,,,,,
NY,Dutchess,Wingdale,12594,4275,SCH-A,1019898,Available,,,,,
NY,Dutchess,Poughkeepsie,12601,43398,SCH-A,1019898,Available,,,,,
NY,Dutchess,Poughkeepsie,12603,42810,SCH-A,1019898,Available,,,,,
NY,Dutchess,Poughkeepsie,12604,586,SCH-A,1019898,Available,,,,,
NY,Sullivan,Monticello,12701,11324,SCH-A,1019898,Available,,,,,
NY,Sullivan,Barryville,12719,1207,SCH-A,1019898,Available,,,,,
NY,Sullivan,Bethel,12720,172,SCH-A,1019898,Available,,,,,
NY,Sullivan,Bloomingburg,12721,6627,SCH-A,1019898,Available,,,,,
NY,Sullivan,Burlingham,12722,158,SCH-A,1019898,Available,,,,,
NY,Sullivan,Callicoon,12723,1826,SCH-A,1019898,Available,,,,,
NY,Sullivan,Callicoon Center,12724,245,SCH-A,1019898,Available,,,,,
NY,Ulster,Claryville,12725,277,SCH-A,1019898,Available,,,,,
NY,Sullivan,Cochecton,12726,1162,SCH-A,1019898,Available,,,,,
NY,Orange,Cuddebackville,12729,1874,TRO-A,1019898,Available,,,,,
NY,Sullivan,Eldred,12732,786,SCH-A,1019898,Available,,,,,
NY,Sullivan,Fallsburg,12733,1446,SCH-A,1019898,Available,,,,,
NY,Sullivan,Ferndale,12734,867,SCH-A,1019898,Available,,,,,
NY,Sullivan,Fremont Center,12736,118,SCH-A,1019898,Available,,,,,
NY,Sullivan,Glen Spey,12737,1910,SCH-A,1019898,Available,,,,,
NY,Sullivan,Glen Wild,12738,320,SCH-A,1019898,Available,,,,,
NY,Sullivan,Grahamsville,12740,1886,SCH-A,1019898,Available,,,,,
NY,Sullivan,Hankins,12741,351,SCH-A,1019898,Available,,,,,
NY,Sullivan,Harris,12742,181,SCH-A,1019898,Available,,,,,
NY,Sullivan,Highland Lake,12743,389,SCH-A,1019898,Available,,,,,
NY,Sullivan,Hortonville,12745,178,SCH-A,1019898,Available,,,,,
NY,Orange,Huguenot,12746,937,TRO-A,1019898,Available,,,,,
NY,Sullivan,Hurleyville,12747,1714,SCH-A,1019898,Available,,,,,
NY,Sullivan,Jeffersonville,12748,2076,SCH-A,1019898,Available,,,,,
NY,Sullivan,Kauneonga Lake,12749,300,SCH-A,1019898,Available,,,,,
NY,Sullivan,Kenoza Lake,12750,187,SCH-A,1019898,Available,,,,,
NY,Sullivan,Kiamesha Lake,12751,1054,SCH-A,1019898,Available,,,,,
NY,Sullivan,Lake Huntington,12752,242,SCH-A,1019898,Available,,,,,
NY,Sullivan,Liberty,12754,7221,SCH-A,1019898,Available,,,,,
NY,Sullivan,Livingston Manor,12758,4042,SCH-A,1019898,Available,,,,,
NY,Sullivan,Loch Sheldrake,12759,1649,SCH-A,1019898,Available,,,,,
NY,Delaware,Long Eddy,12760,482,BIN-A,1019898,Available,,,,,
NY,Sullivan,Mongaup Valley,12762,512,SCH-A,1019898,Available,,,,,
NY,Sullivan,Mountain Dale,12763,942,SCH-A,1019898,Available,,,,,
NY,Sullivan,Narrowsburg,12764,1802,SCH-A,1019898,Available,,,,,
NY,Sullivan,Neversink,12765,885,SCH-A,1019898,Available,,,,,
NY,Sullivan,North Branch,12766,437,SCH-A,1019898,Available,,,,,
NY,Sullivan,Obernburg,12767,126,SCH-A,1019898,Available,,,,,
NY,Sullivan,Parksville,12768,1131,SCH-A,1019898,Available,,,,,
NY,Sullivan,Phillipsport,12769,253,SCH-A,1019898,Available,,,,,
NY,Sullivan,Pond Eddy,12770,296,SCH-A,1019898,Available,,,,,
NY,Orange,Port Jervis,12771,14511,TRO-A,1019898,Available,,,,,
NY,Sullivan,Rock Hill,12775,2297,SCH-A,1019898,Available,,,,,
NY,Sullivan,Roscoe,12776,2180,SCH-A,1019898,Available,,,,,
